commit,date,status,num_packages
fe95ee529b668c01a32ad96ad3ec4f3527461b28,2015-11-11 12:06:17 +0100,idle,1166
fe95ee529b668c01a32ad96ad3ec4f3527461b28,2015-11-11 12:06:17 +0100,in-progress,8
fe95ee529b668c01a32ad96ad3ec4f3527461b28,2015-11-11 12:06:17 +0100,released,953
fe95ee529b668c01a32ad96ad3ec4f3527461b28,2015-11-11 12:06:17 +0100,mispackaged,0
e4990611c27dbef9d6c9434dbed28e6e0cb824f2,2015-11-13 23:18:15 +0100,blocked,807
e4990611c27dbef9d6c9434dbed28e6e0cb824f2,2015-11-13 23:18:15 +0100,dropped,23
e4990611c27dbef9d6c9434dbed28e6e0cb824f2,2015-11-13 23:18:15 +0100,idle,1166
e4990611c27dbef9d6c9434dbed28e6e0cb824f2,2015-11-13 23:18:15 +0100,in-progress,8
e4990611c27dbef9d6c9434dbed28e6e0cb824f2,2015-11-13 23:18:15 +0100,released,953
e4990611c27dbef9d6c9434dbed28e6e0cb824f2,2015-11-13 23:18:15 +0100,mispackaged,0
d4a4e82ddd1e0771f7555fe5df6b38766e0cf711,2015-11-13 23:25:46 +0100,blocked,807
d4a4e82ddd1e0771f7555fe5df6b38766e0cf711,2015-11-13 23:25:46 +0100,dropped,23
d4a4e82ddd1e0771f7555fe5df6b38766e0cf711,2015-11-13 23:25:46 +0100,idle,1166
d4a4e82ddd1e0771f7555fe5df6b38766e0cf711,2015-11-13 23:25:46 +0100,in-progress,8
d4a4e82ddd1e0771f7555fe5df6b38766e0cf711,2015-11-13 23:25:46 +0100,released,953
d4a4e82ddd1e0771f7555fe5df6b38766e0cf711,2015-11-13 23:25:46 +0100,mispackaged,0
2a5a721fd9202bbd4b252c2bc1619f7158c20798,2015-11-13 23:28:21 +0100,blocked,807
2a5a721fd9202bbd4b252c2bc1619f7158c20798,2015-11-13 23:28:21 +0100,dropped,23
2a5a721fd9202bbd4b252c2bc1619f7158c20798,2015-11-13 23:28:21 +0100,idle,1165
2a5a721fd9202bbd4b252c2bc1619f7158c20798,2015-11-13 23:28:21 +0100,in-progress,9
2a5a721fd9202bbd4b252c2bc1619f7158c20798,2015-11-13 23:28:21 +0100,released,953
2a5a721fd9202bbd4b252c2bc1619f7158c20798,2015-11-13 23:28:21 +0100,mispackaged,0
dd3c4e85dc51f5164afde09f69165e7969378c33,2015-11-13 19:30:36 -0500,blocked,807
dd3c4e85dc51f5164afde09f69165e7969378c33,2015-11-13 19:30:36 -0500,dropped,23
dd3c4e85dc51f5164afde09f69165e7969378c33,2015-11-13 19:30:36 -0500,idle,1165
dd3c4e85dc51f5164afde09f69165e7969378c33,2015-11-13 19:30:36 -0500,in-progress,9
dd3c4e85dc51f5164afde09f69165e7969378c33,2015-11-13 19:30:36 -0500,released,953
dd3c4e85dc51f5164afde09f69165e7969378c33,2015-11-13 19:30:36 -0500,mispackaged,0
cce047bbdc19f7ec1def5b5a34088d3b3371ffc4,2015-11-13 19:36:54 -0500,blocked,807
cce047bbdc19f7ec1def5b5a34088d3b3371ffc4,2015-11-13 19:36:54 -0500,dropped,23
cce047bbdc19f7ec1def5b5a34088d3b3371ffc4,2015-11-13 19:36:54 -0500,idle,1164
cce047bbdc19f7ec1def5b5a34088d3b3371ffc4,2015-11-13 19:36:54 -0500,in-progress,10
cce047bbdc19f7ec1def5b5a34088d3b3371ffc4,2015-11-13 19:36:54 -0500,released,953
cce047bbdc19f7ec1def5b5a34088d3b3371ffc4,2015-11-13 19:36:54 -0500,mispackaged,0
e018e2d721dcb089b87e63a43fbc5fa10f039fc7,2015-11-13 21:55:01 -0500,blocked,807
e018e2d721dcb089b87e63a43fbc5fa10f039fc7,2015-11-13 21:55:01 -0500,dropped,23
e018e2d721dcb089b87e63a43fbc5fa10f039fc7,2015-11-13 21:55:01 -0500,idle,1164
e018e2d721dcb089b87e63a43fbc5fa10f039fc7,2015-11-13 21:55:01 -0500,in-progress,10
e018e2d721dcb089b87e63a43fbc5fa10f039fc7,2015-11-13 21:55:01 -0500,released,953
e018e2d721dcb089b87e63a43fbc5fa10f039fc7,2015-11-13 21:55:01 -0500,mispackaged,0
c790050125cfc8e4bd7fcf9ce330b8dc579bf01e,2015-11-14 07:52:53 -0500,blocked,807
c790050125cfc8e4bd7fcf9ce330b8dc579bf01e,2015-11-14 07:52:53 -0500,dropped,23
c790050125cfc8e4bd7fcf9ce330b8dc579bf01e,2015-11-14 07:52:53 -0500,idle,1164
c790050125cfc8e4bd7fcf9ce330b8dc579bf01e,2015-11-14 07:52:53 -0500,in-progress,10
c790050125cfc8e4bd7fcf9ce330b8dc579bf01e,2015-11-14 07:52:53 -0500,released,953
c790050125cfc8e4bd7fcf9ce330b8dc579bf01e,2015-11-14 07:52:53 -0500,mispackaged,0
9b3e69241d37aed2d35e7389d917138a0d61c768,2015-11-14 15:31:38 +0100,blocked,807
9b3e69241d37aed2d35e7389d917138a0d61c768,2015-11-14 15:31:38 +0100,dropped,23
9b3e69241d37aed2d35e7389d917138a0d61c768,2015-11-14 15:31:38 +0100,idle,1164
9b3e69241d37aed2d35e7389d917138a0d61c768,2015-11-14 15:31:38 +0100,in-progress,10
9b3e69241d37aed2d35e7389d917138a0d61c768,2015-11-14 15:31:38 +0100,released,953
9b3e69241d37aed2d35e7389d917138a0d61c768,2015-11-14 15:31:38 +0100,mispackaged,0
004c51fd5604dc58a3f138985d205c30e6337315,2015-11-14 10:27:21 -0500,blocked,802
004c51fd5604dc58a3f138985d205c30e6337315,2015-11-14 10:27:21 -0500,dropped,24
004c51fd5604dc58a3f138985d205c30e6337315,2015-11-14 10:27:21 -0500,idle,1167
004c51fd5604dc58a3f138985d205c30e6337315,2015-11-14 10:27:21 -0500,in-progress,11
004c51fd5604dc58a3f138985d205c30e6337315,2015-11-14 10:27:21 -0500,released,953
004c51fd5604dc58a3f138985d205c30e6337315,2015-11-14 10:27:21 -0500,mispackaged,0
f1b7e0dd33d3c516c9e0cc9953c91ec30b978a61,2015-11-14 16:44:46 +0100,blocked,802
f1b7e0dd33d3c516c9e0cc9953c91ec30b978a61,2015-11-14 16:44:46 +0100,dropped,24
f1b7e0dd33d3c516c9e0cc9953c91ec30b978a61,2015-11-14 16:44:46 +0100,idle,1167
f1b7e0dd33d3c516c9e0cc9953c91ec30b978a61,2015-11-14 16:44:46 +0100,in-progress,11
f1b7e0dd33d3c516c9e0cc9953c91ec30b978a61,2015-11-14 16:44:46 +0100,released,953
f1b7e0dd33d3c516c9e0cc9953c91ec30b978a61,2015-11-14 16:44:46 +0100,mispackaged,0
c21539490db4a69b51abc11d3be4f85d82bdb58d,2015-11-14 08:21:27 -0800,blocked,802
c21539490db4a69b51abc11d3be4f85d82bdb58d,2015-11-14 08:21:27 -0800,dropped,25
c21539490db4a69b51abc11d3be4f85d82bdb58d,2015-11-14 08:21:27 -0800,idle,1166
c21539490db4a69b51abc11d3be4f85d82bdb58d,2015-11-14 08:21:27 -0800,in-progress,11
c21539490db4a69b51abc11d3be4f85d82bdb58d,2015-11-14 08:21:27 -0800,released,953
c21539490db4a69b51abc11d3be4f85d82bdb58d,2015-11-14 08:21:27 -0800,mispackaged,0
54fe81f6a607732f092f02f98c56e565d8c8a2b3,2015-11-14 09:34:51 -0800,blocked,802
54fe81f6a607732f092f02f98c56e565d8c8a2b3,2015-11-14 09:34:51 -0800,dropped,25
54fe81f6a607732f092f02f98c56e565d8c8a2b3,2015-11-14 09:34:51 -0800,idle,1166
54fe81f6a607732f092f02f98c56e565d8c8a2b3,2015-11-14 09:34:51 -0800,in-progress,11
54fe81f6a607732f092f02f98c56e565d8c8a2b3,2015-11-14 09:34:51 -0800,released,953
54fe81f6a607732f092f02f98c56e565d8c8a2b3,2015-11-14 09:34:51 -0800,mispackaged,0
df549748465f5b2b72c19ce43d8e07cb1d7ddb32,2015-11-14 09:35:55 -0800,blocked,802
df549748465f5b2b72c19ce43d8e07cb1d7ddb32,2015-11-14 09:35:55 -0800,dropped,25
df549748465f5b2b72c19ce43d8e07cb1d7ddb32,2015-11-14 09:35:55 -0800,idle,1165
df549748465f5b2b72c19ce43d8e07cb1d7ddb32,2015-11-14 09:35:55 -0800,in-progress,11
df549748465f5b2b72c19ce43d8e07cb1d7ddb32,2015-11-14 09:35:55 -0800,released,954
df549748465f5b2b72c19ce43d8e07cb1d7ddb32,2015-11-14 09:35:55 -0800,mispackaged,0
17726e965402a6d03c9ae35daaa8076c26beff26,2015-11-14 09:40:22 -0800,blocked,802
17726e965402a6d03c9ae35daaa8076c26beff26,2015-11-14 09:40:22 -0800,dropped,25
17726e965402a6d03c9ae35daaa8076c26beff26,2015-11-14 09:40:22 -0800,idle,1165
17726e965402a6d03c9ae35daaa8076c26beff26,2015-11-14 09:40:22 -0800,in-progress,11
17726e965402a6d03c9ae35daaa8076c26beff26,2015-11-14 09:40:22 -0800,released,954
17726e965402a6d03c9ae35daaa8076c26beff26,2015-11-14 09:40:22 -0800,mispackaged,0
c6c76c67c7fd97ef85b3a18c3d1f17b6ba4eccaf,2015-11-14 09:45:11 -0800,blocked,802
c6c76c67c7fd97ef85b3a18c3d1f17b6ba4eccaf,2015-11-14 09:45:11 -0800,dropped,25
c6c76c67c7fd97ef85b3a18c3d1f17b6ba4eccaf,2015-11-14 09:45:11 -0800,idle,1164
c6c76c67c7fd97ef85b3a18c3d1f17b6ba4eccaf,2015-11-14 09:45:11 -0800,in-progress,12
c6c76c67c7fd97ef85b3a18c3d1f17b6ba4eccaf,2015-11-14 09:45:11 -0800,released,954
c6c76c67c7fd97ef85b3a18c3d1f17b6ba4eccaf,2015-11-14 09:45:11 -0800,mispackaged,0
ec2ea30b797599a05ea2eb666e47a7592ad43059,2015-11-14 10:11:39 -0800,blocked,802
ec2ea30b797599a05ea2eb666e47a7592ad43059,2015-11-14 10:11:39 -0800,dropped,25
ec2ea30b797599a05ea2eb666e47a7592ad43059,2015-11-14 10:11:39 -0800,idle,1164
ec2ea30b797599a05ea2eb666e47a7592ad43059,2015-11-14 10:11:39 -0800,in-progress,12
ec2ea30b797599a05ea2eb666e47a7592ad43059,2015-11-14 10:11:39 -0800,released,954
ec2ea30b797599a05ea2eb666e47a7592ad43059,2015-11-14 10:11:39 -0800,mispackaged,0
b1079e39ec834aa896aa275c483a9ba5f0e26d24,2015-11-14 10:28:38 -0800,blocked,802
b1079e39ec834aa896aa275c483a9ba5f0e26d24,2015-11-14 10:28:38 -0800,dropped,25
b1079e39ec834aa896aa275c483a9ba5f0e26d24,2015-11-14 10:28:38 -0800,idle,1164
b1079e39ec834aa896aa275c483a9ba5f0e26d24,2015-11-14 10:28:38 -0800,in-progress,12
b1079e39ec834aa896aa275c483a9ba5f0e26d24,2015-11-14 10:28:38 -0800,released,954
b1079e39ec834aa896aa275c483a9ba5f0e26d24,2015-11-14 10:28:38 -0800,mispackaged,0
4e74a00595ade1dcea1e73b7e61b43cd4bb51cfb,2015-11-14 13:34:06 -0500,blocked,802
4e74a00595ade1dcea1e73b7e61b43cd4bb51cfb,2015-11-14 13:34:06 -0500,dropped,25
4e74a00595ade1dcea1e73b7e61b43cd4bb51cfb,2015-11-14 13:34:06 -0500,idle,1163
4e74a00595ade1dcea1e73b7e61b43cd4bb51cfb,2015-11-14 13:34:06 -0500,in-progress,13
4e74a00595ade1dcea1e73b7e61b43cd4bb51cfb,2015-11-14 13:34:06 -0500,released,954
4e74a00595ade1dcea1e73b7e61b43cd4bb51cfb,2015-11-14 13:34:06 -0500,mispackaged,0
e87946f53e4c52c498091ff932a7d76ab6ea2ece,2015-11-14 13:49:30 -0500,blocked,802
e87946f53e4c52c498091ff932a7d76ab6ea2ece,2015-11-14 13:49:30 -0500,dropped,25
e87946f53e4c52c498091ff932a7d76ab6ea2ece,2015-11-14 13:49:30 -0500,idle,1163
e87946f53e4c52c498091ff932a7d76ab6ea2ece,2015-11-14 13:49:30 -0500,in-progress,12
e87946f53e4c52c498091ff932a7d76ab6ea2ece,2015-11-14 13:49:30 -0500,released,955
e87946f53e4c52c498091ff932a7d76ab6ea2ece,2015-11-14 13:49:30 -0500,mispackaged,0
f6078a78c9ffbbe57131b5ae0d6c59970a2130d4,2015-11-14 14:07:29 -0500,blocked,802
f6078a78c9ffbbe57131b5ae0d6c59970a2130d4,2015-11-14 14:07:29 -0500,dropped,25
f6078a78c9ffbbe57131b5ae0d6c59970a2130d4,2015-11-14 14:07:29 -0500,idle,1162
f6078a78c9ffbbe57131b5ae0d6c59970a2130d4,2015-11-14 14:07:29 -0500,in-progress,13
f6078a78c9ffbbe57131b5ae0d6c59970a2130d4,2015-11-14 14:07:29 -0500,released,955
f6078a78c9ffbbe57131b5ae0d6c59970a2130d4,2015-11-14 14:07:29 -0500,mispackaged,0
22fc307fc065ac0b60ccbf6651f448082ffe6774,2015-11-14 11:32:43 -0800,blocked,802
22fc307fc065ac0b60ccbf6651f448082ffe6774,2015-11-14 11:32:43 -0800,dropped,25
22fc307fc065ac0b60ccbf6651f448082ffe6774,2015-11-14 11:32:43 -0800,idle,1162
22fc307fc065ac0b60ccbf6651f448082ffe6774,2015-11-14 11:32:43 -0800,in-progress,13
22fc307fc065ac0b60ccbf6651f448082ffe6774,2015-11-14 11:32:43 -0800,released,955
22fc307fc065ac0b60ccbf6651f448082ffe6774,2015-11-14 11:32:43 -0800,mispackaged,0
a3e7694901a7280b05620c5729be077905d5c4a9,2015-11-14 11:33:06 -0800,blocked,802
a3e7694901a7280b05620c5729be077905d5c4a9,2015-11-14 11:33:06 -0800,dropped,25
a3e7694901a7280b05620c5729be077905d5c4a9,2015-11-14 11:33:06 -0800,idle,1163
a3e7694901a7280b05620c5729be077905d5c4a9,2015-11-14 11:33:06 -0800,in-progress,13
a3e7694901a7280b05620c5729be077905d5c4a9,2015-11-14 11:33:06 -0800,released,955
a3e7694901a7280b05620c5729be077905d5c4a9,2015-11-14 11:33:06 -0800,mispackaged,0
0803383f42bd78d78d8df9518576da40e646e71a,2015-11-14 14:40:55 -0500,blocked,802
0803383f42bd78d78d8df9518576da40e646e71a,2015-11-14 14:40:55 -0500,dropped,25
0803383f42bd78d78d8df9518576da40e646e71a,2015-11-14 14:40:55 -0500,idle,1162
0803383f42bd78d78d8df9518576da40e646e71a,2015-11-14 14:40:55 -0500,in-progress,13
0803383f42bd78d78d8df9518576da40e646e71a,2015-11-14 14:40:55 -0500,released,956
0803383f42bd78d78d8df9518576da40e646e71a,2015-11-14 14:40:55 -0500,mispackaged,0
b604742ccb1da51ebab7098c2a06fbb32f0fb63a,2015-11-14 12:22:53 -0800,blocked,802
b604742ccb1da51ebab7098c2a06fbb32f0fb63a,2015-11-14 12:22:53 -0800,dropped,25
b604742ccb1da51ebab7098c2a06fbb32f0fb63a,2015-11-14 12:22:53 -0800,idle,1162
b604742ccb1da51ebab7098c2a06fbb32f0fb63a,2015-11-14 12:22:53 -0800,in-progress,13
b604742ccb1da51ebab7098c2a06fbb32f0fb63a,2015-11-14 12:22:53 -0800,released,956
b604742ccb1da51ebab7098c2a06fbb32f0fb63a,2015-11-14 12:22:53 -0800,mispackaged,0
375587fd3ddbb9b3705447f9d4cfd3d50a46adbb,2015-11-14 12:30:50 -0800,blocked,802
375587fd3ddbb9b3705447f9d4cfd3d50a46adbb,2015-11-14 12:30:50 -0800,dropped,25
375587fd3ddbb9b3705447f9d4cfd3d50a46adbb,2015-11-14 12:30:50 -0800,idle,1162
375587fd3ddbb9b3705447f9d4cfd3d50a46adbb,2015-11-14 12:30:50 -0800,in-progress,13
375587fd3ddbb9b3705447f9d4cfd3d50a46adbb,2015-11-14 12:30:50 -0800,released,956
375587fd3ddbb9b3705447f9d4cfd3d50a46adbb,2015-11-14 12:30:50 -0800,mispackaged,0
ac8c34983e06d884966843b4e5eb4405c6b001f8,2015-11-14 12:31:09 -0800,blocked,802
ac8c34983e06d884966843b4e5eb4405c6b001f8,2015-11-14 12:31:09 -0800,dropped,25
ac8c34983e06d884966843b4e5eb4405c6b001f8,2015-11-14 12:31:09 -0800,idle,1162
ac8c34983e06d884966843b4e5eb4405c6b001f8,2015-11-14 12:31:09 -0800,in-progress,13
ac8c34983e06d884966843b4e5eb4405c6b001f8,2015-11-14 12:31:09 -0800,released,956
ac8c34983e06d884966843b4e5eb4405c6b001f8,2015-11-14 12:31:09 -0800,mispackaged,0
974a8cf6ed040a61ad0f0be8739162197cca873e,2015-11-14 12:41:16 -0800,blocked,802
974a8cf6ed040a61ad0f0be8739162197cca873e,2015-11-14 12:41:16 -0800,dropped,25
974a8cf6ed040a61ad0f0be8739162197cca873e,2015-11-14 12:41:16 -0800,idle,1162
974a8cf6ed040a61ad0f0be8739162197cca873e,2015-11-14 12:41:16 -0800,in-progress,13
974a8cf6ed040a61ad0f0be8739162197cca873e,2015-11-14 12:41:16 -0800,released,956
974a8cf6ed040a61ad0f0be8739162197cca873e,2015-11-14 12:41:16 -0800,mispackaged,0
5854bbdcb21807aee0c68b3447097f46cd95f918,2015-11-14 12:44:00 -0800,blocked,802
5854bbdcb21807aee0c68b3447097f46cd95f918,2015-11-14 12:44:00 -0800,dropped,25
5854bbdcb21807aee0c68b3447097f46cd95f918,2015-11-14 12:44:00 -0800,idle,1162
5854bbdcb21807aee0c68b3447097f46cd95f918,2015-11-14 12:44:00 -0800,in-progress,13
5854bbdcb21807aee0c68b3447097f46cd95f918,2015-11-14 12:44:00 -0800,released,956
5854bbdcb21807aee0c68b3447097f46cd95f918,2015-11-14 12:44:00 -0800,mispackaged,0
b7738cbaacff288733a223fa7305261bdf88bc82,2015-11-14 13:01:44 -0800,blocked,802
b7738cbaacff288733a223fa7305261bdf88bc82,2015-11-14 13:01:44 -0800,dropped,25
b7738cbaacff288733a223fa7305261bdf88bc82,2015-11-14 13:01:44 -0800,idle,1161
b7738cbaacff288733a223fa7305261bdf88bc82,2015-11-14 13:01:44 -0800,in-progress,14
b7738cbaacff288733a223fa7305261bdf88bc82,2015-11-14 13:01:44 -0800,released,956
b7738cbaacff288733a223fa7305261bdf88bc82,2015-11-14 13:01:44 -0800,mispackaged,0
72bbb0066c6040bb5b3b9961f6d74cc34db705c1,2015-11-14 13:02:13 -0800,blocked,802
72bbb0066c6040bb5b3b9961f6d74cc34db705c1,2015-11-14 13:02:13 -0800,dropped,25
72bbb0066c6040bb5b3b9961f6d74cc34db705c1,2015-11-14 13:02:13 -0800,idle,1160
72bbb0066c6040bb5b3b9961f6d74cc34db705c1,2015-11-14 13:02:13 -0800,in-progress,15
72bbb0066c6040bb5b3b9961f6d74cc34db705c1,2015-11-14 13:02:13 -0800,released,956
72bbb0066c6040bb5b3b9961f6d74cc34db705c1,2015-11-14 13:02:13 -0800,mispackaged,0
3c95865fa119b758c4db748f6ce7481825a2041e,2015-11-14 13:02:39 -0800,blocked,802
3c95865fa119b758c4db748f6ce7481825a2041e,2015-11-14 13:02:39 -0800,dropped,25
3c95865fa119b758c4db748f6ce7481825a2041e,2015-11-14 13:02:39 -0800,idle,1160
3c95865fa119b758c4db748f6ce7481825a2041e,2015-11-14 13:02:39 -0800,in-progress,15
3c95865fa119b758c4db748f6ce7481825a2041e,2015-11-14 13:02:39 -0800,released,956
3c95865fa119b758c4db748f6ce7481825a2041e,2015-11-14 13:02:39 -0800,mispackaged,0
8e15e51d89b4f296912397a2ec779dc1997613f7,2015-11-14 13:03:04 -0800,blocked,802
8e15e51d89b4f296912397a2ec779dc1997613f7,2015-11-14 13:03:04 -0800,dropped,25
8e15e51d89b4f296912397a2ec779dc1997613f7,2015-11-14 13:03:04 -0800,idle,1160
8e15e51d89b4f296912397a2ec779dc1997613f7,2015-11-14 13:03:04 -0800,in-progress,15
8e15e51d89b4f296912397a2ec779dc1997613f7,2015-11-14 13:03:04 -0800,released,956
8e15e51d89b4f296912397a2ec779dc1997613f7,2015-11-14 13:03:04 -0800,mispackaged,0
5d4cf5f5744033efc4cdd3742a79c22550f5802d,2015-11-14 13:08:27 -0800,blocked,802
5d4cf5f5744033efc4cdd3742a79c22550f5802d,2015-11-14 13:08:27 -0800,dropped,25
5d4cf5f5744033efc4cdd3742a79c22550f5802d,2015-11-14 13:08:27 -0800,idle,1160
5d4cf5f5744033efc4cdd3742a79c22550f5802d,2015-11-14 13:08:27 -0800,in-progress,15
5d4cf5f5744033efc4cdd3742a79c22550f5802d,2015-11-14 13:08:27 -0800,released,956
5d4cf5f5744033efc4cdd3742a79c22550f5802d,2015-11-14 13:08:27 -0800,mispackaged,0
fe67fb62743b79db17a3f8d2cc946acb6371a935,2015-11-14 13:08:27 -0800,blocked,802
fe67fb62743b79db17a3f8d2cc946acb6371a935,2015-11-14 13:08:27 -0800,dropped,25
fe67fb62743b79db17a3f8d2cc946acb6371a935,2015-11-14 13:08:27 -0800,idle,1159
fe67fb62743b79db17a3f8d2cc946acb6371a935,2015-11-14 13:08:27 -0800,in-progress,16
fe67fb62743b79db17a3f8d2cc946acb6371a935,2015-11-14 13:08:27 -0800,released,956
fe67fb62743b79db17a3f8d2cc946acb6371a935,2015-11-14 13:08:27 -0800,mispackaged,0
84e4ebae82fa462197100931ee80d1280588270a,2015-11-14 13:08:27 -0800,blocked,802
84e4ebae82fa462197100931ee80d1280588270a,2015-11-14 13:08:27 -0800,dropped,25
84e4ebae82fa462197100931ee80d1280588270a,2015-11-14 13:08:27 -0800,idle,1159
84e4ebae82fa462197100931ee80d1280588270a,2015-11-14 13:08:27 -0800,in-progress,16
84e4ebae82fa462197100931ee80d1280588270a,2015-11-14 13:08:27 -0800,released,956
84e4ebae82fa462197100931ee80d1280588270a,2015-11-14 13:08:27 -0800,mispackaged,0
5909c04d64aad4e0d3dbb8935eb3722e4356067f,2015-11-14 13:14:36 -0800,blocked,802
5909c04d64aad4e0d3dbb8935eb3722e4356067f,2015-11-14 13:14:36 -0800,dropped,25
5909c04d64aad4e0d3dbb8935eb3722e4356067f,2015-11-14 13:14:36 -0800,idle,1159
5909c04d64aad4e0d3dbb8935eb3722e4356067f,2015-11-14 13:14:36 -0800,in-progress,16
5909c04d64aad4e0d3dbb8935eb3722e4356067f,2015-11-14 13:14:36 -0800,released,956
5909c04d64aad4e0d3dbb8935eb3722e4356067f,2015-11-14 13:14:36 -0800,mispackaged,0
7d05cdd6a214a02a8fda16f842525c6246a52179,2015-11-14 13:15:09 -0800,blocked,802
7d05cdd6a214a02a8fda16f842525c6246a52179,2015-11-14 13:15:09 -0800,dropped,25
7d05cdd6a214a02a8fda16f842525c6246a52179,2015-11-14 13:15:09 -0800,idle,1159
7d05cdd6a214a02a8fda16f842525c6246a52179,2015-11-14 13:15:09 -0800,in-progress,16
7d05cdd6a214a02a8fda16f842525c6246a52179,2015-11-14 13:15:09 -0800,released,956
7d05cdd6a214a02a8fda16f842525c6246a52179,2015-11-14 13:15:09 -0800,mispackaged,0
4e867bd91507dd2f9aea7ff071ceb00c887ec30a,2015-11-14 16:15:11 -0500,blocked,801
4e867bd91507dd2f9aea7ff071ceb00c887ec30a,2015-11-14 16:15:11 -0500,dropped,25
4e867bd91507dd2f9aea7ff071ceb00c887ec30a,2015-11-14 16:15:11 -0500,idle,1159
4e867bd91507dd2f9aea7ff071ceb00c887ec30a,2015-11-14 16:15:11 -0500,in-progress,17
4e867bd91507dd2f9aea7ff071ceb00c887ec30a,2015-11-14 16:15:11 -0500,released,956
4e867bd91507dd2f9aea7ff071ceb00c887ec30a,2015-11-14 16:15:11 -0500,mispackaged,0
838b11f320b8daf1aa2ffe314b10db9031db7058,2015-11-14 13:16:34 -0800,blocked,800
838b11f320b8daf1aa2ffe314b10db9031db7058,2015-11-14 13:16:34 -0800,dropped,25
838b11f320b8daf1aa2ffe314b10db9031db7058,2015-11-14 13:16:34 -0800,idle,1159
838b11f320b8daf1aa2ffe314b10db9031db7058,2015-11-14 13:16:34 -0800,in-progress,18
838b11f320b8daf1aa2ffe314b10db9031db7058,2015-11-14 13:16:34 -0800,released,956
838b11f320b8daf1aa2ffe314b10db9031db7058,2015-11-14 13:16:34 -0800,mispackaged,0
5287af6ea4baa430079f50f8d7ce87246d6d87e5,2015-11-14 13:21:08 -0800,blocked,800
5287af6ea4baa430079f50f8d7ce87246d6d87e5,2015-11-14 13:21:08 -0800,dropped,25
5287af6ea4baa430079f50f8d7ce87246d6d87e5,2015-11-14 13:21:08 -0800,idle,1159
5287af6ea4baa430079f50f8d7ce87246d6d87e5,2015-11-14 13:21:08 -0800,in-progress,18
5287af6ea4baa430079f50f8d7ce87246d6d87e5,2015-11-14 13:21:08 -0800,released,956
5287af6ea4baa430079f50f8d7ce87246d6d87e5,2015-11-14 13:21:08 -0800,mispackaged,0
251f2abd08e70c9d6567258efad64c10fc7bd903,2015-11-14 13:22:37 -0800,blocked,800
251f2abd08e70c9d6567258efad64c10fc7bd903,2015-11-14 13:22:37 -0800,dropped,25
251f2abd08e70c9d6567258efad64c10fc7bd903,2015-11-14 13:22:37 -0800,idle,1158
251f2abd08e70c9d6567258efad64c10fc7bd903,2015-11-14 13:22:37 -0800,in-progress,19
251f2abd08e70c9d6567258efad64c10fc7bd903,2015-11-14 13:22:37 -0800,released,956
251f2abd08e70c9d6567258efad64c10fc7bd903,2015-11-14 13:22:37 -0800,mispackaged,0
2f21331122ca20147d805271da05ce216d362a88,2015-11-14 23:23:54 +0100,blocked,800
2f21331122ca20147d805271da05ce216d362a88,2015-11-14 23:23:54 +0100,dropped,25
2f21331122ca20147d805271da05ce216d362a88,2015-11-14 23:23:54 +0100,idle,1158
2f21331122ca20147d805271da05ce216d362a88,2015-11-14 23:23:54 +0100,in-progress,19
2f21331122ca20147d805271da05ce216d362a88,2015-11-14 23:23:54 +0100,released,956
2f21331122ca20147d805271da05ce216d362a88,2015-11-14 23:23:54 +0100,mispackaged,0
e593871695fa5ee0497c2004425bed861b821c47,2015-11-14 23:32:43 +0100,blocked,799
e593871695fa5ee0497c2004425bed861b821c47,2015-11-14 23:32:43 +0100,dropped,25
e593871695fa5ee0497c2004425bed861b821c47,2015-11-14 23:32:43 +0100,idle,1158
e593871695fa5ee0497c2004425bed861b821c47,2015-11-14 23:32:43 +0100,in-progress,20
e593871695fa5ee0497c2004425bed861b821c47,2015-11-14 23:32:43 +0100,released,956
e593871695fa5ee0497c2004425bed861b821c47,2015-11-14 23:32:43 +0100,mispackaged,0
fce942fcf6599142221805c085a1d23c0bd3a6bd,2015-11-14 23:34:32 +0100,blocked,799
fce942fcf6599142221805c085a1d23c0bd3a6bd,2015-11-14 23:34:32 +0100,dropped,25
fce942fcf6599142221805c085a1d23c0bd3a6bd,2015-11-14 23:34:32 +0100,idle,1158
fce942fcf6599142221805c085a1d23c0bd3a6bd,2015-11-14 23:34:32 +0100,in-progress,20
fce942fcf6599142221805c085a1d23c0bd3a6bd,2015-11-14 23:34:32 +0100,released,956
fce942fcf6599142221805c085a1d23c0bd3a6bd,2015-11-14 23:34:32 +0100,mispackaged,0
7be7e5b6da69bed1456822fa9c8bca3a6adb7e7f,2015-11-14 14:35:10 -0800,blocked,799
7be7e5b6da69bed1456822fa9c8bca3a6adb7e7f,2015-11-14 14:35:10 -0800,dropped,25
7be7e5b6da69bed1456822fa9c8bca3a6adb7e7f,2015-11-14 14:35:10 -0800,idle,1158
7be7e5b6da69bed1456822fa9c8bca3a6adb7e7f,2015-11-14 14:35:10 -0800,in-progress,20
7be7e5b6da69bed1456822fa9c8bca3a6adb7e7f,2015-11-14 14:35:10 -0800,released,956
7be7e5b6da69bed1456822fa9c8bca3a6adb7e7f,2015-11-14 14:35:10 -0800,mispackaged,0
8e933a89505774f7222ef74c6ca7e7d053cff2e5,2015-11-14 14:35:34 -0800,blocked,799
8e933a89505774f7222ef74c6ca7e7d053cff2e5,2015-11-14 14:35:34 -0800,dropped,25
